Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Datetime,,,,,
2025-06-12 13:30:00+00:00,6017.240234375,6021.2001953125,6003.8798828125,6009.89990234375,190560986
2025-06-12 14:00:00+00:00,6033.85009765625,6034.91015625,6015.77978515625,6017.6298828125,201467625
2025-06-12 14:30:00+00:00,6035.7099609375,6040.5,6032.47021484375,6033.89013671875,172173957
2025-06-12 15:00:00+00:00,6032.68017578125,6044.669921875,6025.60986328125,6035.7001953125,167606957
2025-06-12 15:30:00+00:00,6033.52978515625,6034.43994140625,6026.7998046875,6032.7099609375,126556723
2025-06-12 16:00:00+00:00,6038.85986328125,6040.10009765625,6028.7998046875,6033.56982421875,135239603
2025-06-12 16:30:00+00:00,6033.66015625,6041.91015625,6030.56982421875,6038.85009765625,130530000
2025-06-12 17:00:00+00:00,6037.97021484375,6041.77001953125,6033.009765625,6033.580078125,120805000
2025-06-12 17:30:00+00:00,6039.580078125,6044.2099609375,6038.009765625,6038.009765625,98203000
2025-06-12 18:00:00+00:00,6036.81982421875,6042.759765625,6033.81005859375,6039.66015625,112959000
2025-06-12 18:30:00+00:00,6042.39990234375,6042.4599609375,6034.0,6036.8701171875,115612000
2025-06-12 19:00:00+00:00,6041.6298828125,6044.10009765625,6039.81005859375,6042.31982421875,133578000
2025-06-12 19:30:00+00:00,6045.2001953125,6045.2001953125,6033.1201171875,6041.6201171875,365100000
2025-06-13 13:30:00+00:00,5987.85986328125,6010.1298828125,5987.18994140625,5994.7998046875,381440167
2025-06-13 14:00:00+00:00,5975.89990234375,5998.18994140625,5974.68017578125,5988.0498046875,231922703
2025-06-13 14:30:00+00:00,5999.31982421875,6001.1298828125,5974.64990234375,5976.419921875,204603820
2025-06-13 15:00:00+00:00,6013.5498046875,6013.89990234375,5997.60009765625,5999.2998046875,161785536
2025-06-13 15:30:00+00:00,6020.72998046875,6024.8798828125,6011.3798828125,6013.60009765625,132514774
2025-06-13 16:00:00+00:00,6016.64990234375,6026.16015625,6015.7099609375,6020.669921875,126251000
2025-06-13 16:30:00+00:00,6018.81005859375,6022.2900390625,6011.27001953125,6016.56982421875,115028000
2025-06-13 17:00:00+00:00,6003.77978515625,6019.52978515625,6000.58984375,6018.830078125,119174000
2025-06-13 17:30:00+00:00,6005.8798828125,6008.60009765625,5998.3798828125,6003.77001953125,112540000
2025-06-13 18:00:00+00:00,5979.43994140625,6010.22021484375,5978.669921875,6005.830078125,146773000
2025-06-13 18:30:00+00:00,5979.27978515625,5980.5498046875,5964.259765625,5979.31982421875,166251000
2025-06-13 19:00:00+00:00,5970.8798828125,5983.93017578125,5968.7001953125,5979.3701171875,182242000
2025-06-13 19:30:00+00:00,5977.47998046875,5979.77978515625,5963.2099609375,5970.89013671875,479231000
2025-06-16 13:30:00+00:00,6036.64990234375,6039.8701171875,6004.0,6004.0,223261328
2025-06-16 14:00:00+00:00,6046.72998046875,6047.81005859375,6036.39013671875,6036.39013671875,218332296
2025-06-16 14:30:00+00:00,6046.080078125,6050.830078125,6044.27001953125,6046.89990234375,198820648
2025-06-16 15:00:00+00:00,6040.18017578125,6047.39013671875,6039.52978515625,6045.7900390625,204464705
2025-06-16 15:30:00+00:00,6037.93994140625,6044.81982421875,6035.39990234375,6040.3798828125,147898429
2025-06-16 16:00:00+00:00,6037.14013671875,6043.009765625,6035.31005859375,6037.97021484375,117819000
2025-06-16 16:30:00+00:00,6033.740234375,6038.52001953125,6032.06982421875,6037.58984375,105977000
2025-06-16 17:00:00+00:00,6040.31982421875,6041.830078125,6030.39990234375,6033.7998046875,117204000
2025-06-16 17:30:00+00:00,6029.97021484375,6043.2099609375,6028.68994140625,6040.3701171875,108988000
2025-06-16 18:00:00+00:00,6032.31005859375,6034.93017578125,6029.72998046875,6029.9501953125,112410000
2025-06-16 18:30:00+00:00,6031.97998046875,6033.7998046875,6025.43017578125,6032.39013671875,111377000
2025-06-16 19:00:00+00:00,6027.06982421875,6032.5498046875,6023.39990234375,6031.97021484375,161135000
2025-06-16 19:30:00+00:00,6033.3798828125,6034.39990234375,6024.81005859375,6027.08984375,408043000
2025-06-17 13:30:00+00:00,6015.06005859375,6015.7001953125,6005.81982421875,6014.759765625,332235281
2025-06-17 14:00:00+00:00,6018.68017578125,6023.25,6010.9501953125,6015.58984375,196552660
2025-06-17 14:30:00+00:00,6011.60009765625,6020.419921875,6011.27978515625,6018.5498046875,166950934
2025-06-17 15:00:00+00:00,6011.68017578125,6023.25,6010.85986328125,6011.52978515625,161351087
2025-06-17 15:30:00+00:00,6013.9501953125,6018.6298828125,6008.89013671875,6011.72998046875,140382567
2025-06-17 16:00:00+00:00,6018.5,6022.06005859375,6013.27978515625,6014.0,117790471
2025-06-17 16:30:00+00:00,6004.16015625,6022.56005859375,6002.2001953125,6018.43994140625,118678000
2025-06-17 17:00:00+00:00,5996.85986328125,6007.7900390625,5996.85986328125,6004.0400390625,128103000
2025-06-17 17:30:00+00:00,5987.509765625,6005.1201171875,5983.18017578125,5996.81982421875,139572000
2025-06-17 18:00:00+00:00,5980.31005859375,5987.669921875,5976.5,5987.35986328125,141253000
2025-06-17 18:30:00+00:00,5987.7099609375,5987.7099609375,5974.7998046875,5980.330078125,128881000
2025-06-17 19:00:00+00:00,5988.85009765625,5989.91015625,5980.77001953125,5987.60986328125,144823000
2025-06-17 19:30:00+00:00,5982.06005859375,5990.77978515625,5980.240234375,5988.83984375,415481000
2025-06-18 13:30:00+00:00,5997.97021484375,6001.5400390625,5980.68017578125,5987.93017578125,168509395
2025-06-18 14:00:00+00:00,6014.60986328125,6016.81005859375,5994.509765625,5997.91015625,197819226
2025-06-18 14:30:00+00:00,6015.06005859375,6018.25,6011.93017578125,6014.4501953125,173035346
2025-06-18 15:00:00+00:00,6006.72998046875,6015.22021484375,6006.14013671875,6014.919921875,138254998
2025-06-18 15:30:00+00:00,6003.39990234375,6011.14990234375,6002.7099609375,6009.009765625,144805642
2025-06-18 16:00:00+00:00,6001.39990234375,6009.0,6000.64013671875,6003.419921875,127710184
2025-06-18 16:30:00+00:00,6003.08984375,6006.97998046875,6000.75,6001.3798828125,104668000
2025-06-18 17:00:00+00:00,5994.77001953125,6003.2001953125,5994.77001953125,6000.2001953125,119800000
2025-06-18 17:30:00+00:00,6002.2900390625,6005.27001953125,5987.1298828125,5994.759765625,118536000
2025-06-18 18:00:00+00:00,5999.64990234375,6014.5498046875,5991.7998046875,6001.43994140625,147556000
2025-06-18 18:30:00+00:00,5978.60986328125,6013.25,5973.919921875,5999.080078125,176114000
2025-06-18 19:00:00+00:00,5975.81005859375,5994.83984375,5971.89013671875,5978.60009765625,190539000
2025-06-18 19:30:00+00:00,5980.330078125,5993.7001953125,5973.52001953125,5975.81982421875,455669000
2025-06-20 13:30:00+00:00,5996.85009765625,6018.2001953125,5995.89013671875,5999.669921875,207574983
2025-06-20 14:00:00+00:00,5985.22998046875,5999.3798828125,5977.31005859375,5996.93994140625,223260507
2025-06-20 14:30:00+00:00,5967.56982421875,5988.8701171875,5963.72021484375,5985.2099609375,214105059
2025-06-20 15:00:00+00:00,5974.830078125,5978.240234375,5959.18017578125,5967.56005859375,170143000
2025-06-20 15:30:00+00:00,5970.4599609375,5986.9599609375,5970.02001953125,5976.0498046875,150970000
2025-06-20 16:00:00+00:00,5972.830078125,5976.7099609375,5966.18994140625,5970.60009765625,122651000
2025-06-20 16:30:00+00:00,5976.41015625,5980.33984375,5972.81982421875,5972.81982421875,117332000
2025-06-20 17:00:00+00:00,5959.68017578125,5981.43994140625,5959.64013671875,5976.3798828125,123387000
2025-06-20 17:30:00+00:00,5963.91015625,5964.0498046875,5952.56005859375,5959.66015625,116597000
2025-06-20 18:00:00+00:00,5972.2099609375,5976.47998046875,5963.02001953125,5963.89990234375,115897000
2025-06-20 18:30:00+00:00,5959.43017578125,5975.580078125,5958.08984375,5972.25,126542000
2025-06-20 19:00:00+00:00,5958.39013671875,5963.27001953125,5956.6201171875,5959.35986328125,150231000
2025-06-20 19:30:00+00:00,5968.33984375,5973.240234375,5957.18017578125,5958.43994140625,548477000
2025-06-23 13:30:00+00:00,5989.8701171875,5989.8701171875,5958.16015625,5969.669921875,216254206
2025-06-23 14:00:00+00:00,5999.64990234375,6005.580078125,5989.8701171875,5989.8701171875,228073358
2025-06-23 14:30:00+00:00,5988.52978515625,6000.97998046875,5988.52001953125,5999.740234375,200418102
2025-06-23 15:00:00+00:00,5990.81982421875,5999.52001953125,5988.39990234375,5988.60986328125,158240535
2025-06-23 15:30:00+00:00,5982.60986328125,5990.91015625,5981.5,5987.64013671875,157080400
2025-06-23 16:00:00+00:00,5966.509765625,5983.93994140625,5965.7001953125,5982.52001953125,148759000
2025-06-23 16:30:00+00:00,5959.35009765625,5976.72998046875,5943.22998046875,5966.58984375,192304000
2025-06-23 17:00:00+00:00,6000.77978515625,6002.56982421875,5955.97998046875,5956.77001953125,163483000
2025-06-23 17:30:00+00:00,6008.7099609375,6014.60009765625,6000.93994140625,6000.93994140625,153376000
2025-06-23 18:00:00+00:00,6007.6298828125,6014.419921875,6007.330078125,6008.759765625,136831000
2025-06-23 18:30:00+00:00,6008.3798828125,6010.68994140625,6004.2998046875,6007.58984375,133053000
2025-06-23 19:00:00+00:00,6016.06982421875,6017.2001953125,6007.919921875,6008.41015625,159658000
2025-06-23 19:30:00+00:00,6024.75,6028.77001953125,6012.93994140625,6016.06005859375,431252000
2025-06-24 13:30:00+00:00,6063.22998046875,6078.7099609375,6061.02978515625,6065.02001953125,432191578
2025-06-24 14:00:00+00:00,6069.25,6072.919921875,6059.25,6062.419921875,257879111
2025-06-24 14:30:00+00:00,6072.9599609375,6077.18994140625,6069.3798828125,6069.3798828125,214271067
2025-06-24 15:00:00+00:00,6081.169921875,6081.6201171875,6073.0400390625,6073.0400390625,181413244
2025-06-24 15:30:00+00:00,6081.35009765625,6085.39990234375,6080.580078125,6081.8701171875,150805000
2025-06-24 16:00:00+00:00,6089.10986328125,6089.830078125,6080.60986328125,6081.43017578125,134693000
2025-06-24 16:30:00+00:00,6089.9501953125,6095.3701171875,6087.58984375,6089.14013671875,127201000
2025-06-24 17:00:00+00:00,6087.330078125,6093.56982421875,6087.330078125,6089.9501953125,121404000
2025-06-24 17:30:00+00:00,6095.5498046875,6097.06982421875,6087.31005859375,6087.35009765625,122530000
2025-06-24 18:00:00+00:00,6093.81005859375,6098.25,6093.35009765625,6095.56005859375,114801000
2025-06-24 18:30:00+00:00,6096.759765625,6096.81005859375,6092.68994140625,6093.830078125,131266000
2025-06-24 19:00:00+00:00,6098.759765625,6100.240234375,6096.66015625,6096.68017578125,163402000
2025-06-24 19:30:00+00:00,6093.27978515625,6101.759765625,6092.419921875,6098.759765625,451743000
2025-06-25 13:30:00+00:00,6105.93994140625,6108.509765625,6097.83984375,6104.22998046875,392571479
2025-06-25 14:00:00+00:00,6100.830078125,6106.85009765625,6096.8798828125,6106.080078125,226728932
2025-06-25 14:30:00+00:00,6101.4599609375,6107.39013671875,6099.39013671875,6101.009765625,190758851
2025-06-25 15:00:00+00:00,6095.18994140625,6101.93017578125,6092.18017578125,6101.52978515625,157590706
2025-06-25 15:30:00+00:00,6092.830078125,6095.169921875,6088.81005859375,6095.169921875,135585032
2025-06-25 16:00:00+00:00,6093.31982421875,6096.25,6091.93994140625,6092.77001953125,113938000
2025-06-25 16:30:00+00:00,6090.830078125,6094.490234375,6088.0400390625,6093.33984375,107211000
2025-06-25 17:00:00+00:00,6093.830078125,6094.8798828125,6086.259765625,6090.81005859375,121907000
2025-06-25 17:30:00+00:00,6085.9501953125,6094.10986328125,6080.08984375,6093.77978515625,124665000
2025-06-25 18:00:00+00:00,6087.4501953125,6089.080078125,6084.3701171875,6085.9599609375,118080000
2025-06-25 18:30:00+00:00,6087.7998046875,6088.85009765625,6084.31982421875,6087.43994140625,123160000
2025-06-25 19:00:00+00:00,6094.0498046875,6097.18017578125,6087.77001953125,6087.81005859375,164799000
2025-06-25 19:30:00+00:00,6093.85986328125,6094.490234375,6087.60009765625,6094.06982421875,428978000
2025-06-26 13:30:00+00:00,6115.85009765625,6118.0498046875,6107.27001953125,6114.89013671875,372317451
2025-06-26 14:00:00+00:00,6123.2001953125,6123.759765625,6115.0498046875,6115.830078125,231069192
2025-06-26 14:30:00+00:00,6127.6298828125,6129.0,6123.0400390625,6123.18017578125,200704532
2025-06-26 15:00:00+00:00,6124.68994140625,6132.14990234375,6124.64013671875,6127.64990234375,192366325
2025-06-26 15:30:00+00:00,6128.89990234375,6130.259765625,6122.1201171875,6124.77978515625,157302500
2025-06-26 16:00:00+00:00,6132.4501953125,6134.990234375,6128.18017578125,6128.830078125,124085000
2025-06-26 16:30:00+00:00,6132.080078125,6134.8701171875,6130.6298828125,6132.509765625,116310000
2025-06-26 17:00:00+00:00,6135.35009765625,6136.16015625,6130.31982421875,6132.169921875,129311000
2025-06-26 17:30:00+00:00,6136.47998046875,6139.4599609375,6135.27978515625,6135.27978515625,118870000
2025-06-26 18:00:00+00:00,6140.89990234375,6144.66015625,6135.52978515625,6136.5,145043000
2025-06-26 18:30:00+00:00,6138.16015625,6142.7998046875,6134.830078125,6140.8701171875,136592000
2025-06-26 19:00:00+00:00,6140.14990234375,6141.43994140625,6136.81005859375,6138.14013671875,173534000
2025-06-26 19:30:00+00:00,6142.6201171875,6146.52001953125,6136.14990234375,6140.10009765625,455952000
2025-06-27 13:30:00+00:00,6166.91015625,6170.25,6150.7001953125,6150.7001953125,370928946
2025-06-27 14:00:00+00:00,6173.0,6178.740234375,6167.14013671875,6167.14013671875,228957955
2025-06-27 14:30:00+00:00,6172.4501953125,6178.7998046875,6170.02978515625,6173.06005859375,210658201
2025-06-27 15:00:00+00:00,6176.830078125,6177.75,6170.5400390625,6172.330078125,180288833
2025-06-27 15:30:00+00:00,6182.6298828125,6184.72998046875,6176.89013671875,6176.89013671875,161447065
2025-06-27 16:00:00+00:00,6186.759765625,6186.990234375,6180.60009765625,6182.6298828125,151189000
2025-06-27 16:30:00+00:00,6183.2900390625,6187.68017578125,6180.330078125,6186.759765625,125359000
2025-06-27 17:00:00+00:00,6177.35009765625,6183.3798828125,6176.52001953125,6183.31005859375,125810000
2025-06-27 17:30:00+00:00,6165.240234375,6179.27001953125,6156.759765625,6177.47998046875,163571000
2025-06-27 18:00:00+00:00,6147.330078125,6166.66015625,6147.27978515625,6165.14990234375,142719000
2025-06-27 18:30:00+00:00,6135.43994140625,6148.97998046875,6132.35009765625,6147.10986328125,184908000
2025-06-27 19:00:00+00:00,6147.5498046875,6150.5,6134.18994140625,6135.4501953125,180709000
2025-06-27 19:30:00+00:00,6171.97021484375,6174.7900390625,6147.56982421875,6147.56982421875,588662000
2025-06-30 13:30:00+00:00,6187.2998046875,6195.33984375,6183.97998046875,6193.35986328125,231908479
2025-06-30 14:00:00+00:00,6189.10009765625,6190.89990234375,6183.0498046875,6187.77978515625,229840509
2025-06-30 14:30:00+00:00,6182.759765625,6189.97021484375,6179.830078125,6189.330078125,181424170
2025-06-30 15:00:00+00:00,6184.56005859375,6188.39990234375,6180.259765625,6182.81982421875,161564631
2025-06-30 15:30:00+00:00,6187.419921875,6192.02978515625,6183.830078125,6184.6298828125,147409741
2025-06-30 16:00:00+00:00,6185.72021484375,6191.77001953125,6184.60009765625,6187.39013671875,114678000
2025-06-30 16:30:00+00:00,6189.39990234375,6194.009765625,6185.2099609375,6185.669921875,121931000
2025-06-30 17:00:00+00:00,6187.97021484375,6190.9501953125,6185.39013671875,6189.52978515625,107244000
2025-06-30 17:30:00+00:00,6181.25,6188.47998046875,6174.97021484375,6188.02001953125,114519000
2025-06-30 18:00:00+00:00,6183.490234375,6186.93017578125,6179.990234375,6181.18994140625,124867000
2025-06-30 18:30:00+00:00,6191.7001953125,6191.740234375,6176.02978515625,6183.419921875,142186000
2025-06-30 19:00:00+00:00,6202.31982421875,6205.259765625,6191.81005859375,6191.830078125,179595000
2025-06-30 19:30:00+00:00,6203.60009765625,6215.080078125,6197.39990234375,6202.31982421875,507889000
2025-07-01 13:30:00+00:00,6194.990234375,6200.1201171875,6184.9599609375,6187.25,220144584
2025-07-01 14:00:00+00:00,6193.72998046875,6203.2099609375,6190.6201171875,6194.85009765625,247635750
2025-07-01 14:30:00+00:00,6187.580078125,6199.0,6184.02001953125,6193.60986328125,284639922
2025-07-01 15:00:00+00:00,6195.8798828125,6197.68017578125,6178.2099609375,6187.5400390625,286029764
2025-07-01 15:30:00+00:00,6191.77001953125,6197.6298828125,6183.52978515625,6195.759765625,227969000
2025-07-01 16:00:00+00:00,6196.14013671875,6203.5498046875,6190.1201171875,6191.85009765625,214790000
2025-07-01 16:30:00+00:00,6194.31005859375,6203.97021484375,6193.509765625,6196.08984375,192648000
2025-07-01 17:00:00+00:00,6203.490234375,6205.2900390625,6193.169921875,6194.169921875,149970000
2025-07-01 17:30:00+00:00,6208.2998046875,6210.77978515625,6200.7900390625,6204.39013671875,134523000
2025-07-01 18:00:00+00:00,6202.85986328125,6209.509765625,6202.39990234375,6208.41015625,138041000
2025-07-01 18:30:00+00:00,6202.509765625,6207.58984375,6202.31982421875,6202.85986328125,135134000
2025-07-01 19:00:00+00:00,6206.1201171875,6206.14990234375,6190.31005859375,6202.4599609375,193215000
2025-07-01 19:30:00+00:00,6197.580078125,6209.52001953125,6197.2900390625,6206.08984375,472896000
2025-07-02 13:30:00+00:00,6195.56982421875,6200.18994140625,6188.2900390625,6193.8798828125,398459473
2025-07-02 14:00:00+00:00,6209.14013671875,6210.47021484375,6195.56005859375,6196.18017578125,268539863
2025-07-02 14:30:00+00:00,6210.41015625,6214.6298828125,6205.41015625,6209.22998046875,249001127
2025-07-02 15:00:00+00:00,6210.93994140625,6214.3701171875,6209.0400390625,6210.52978515625,217169537
2025-07-02 15:30:00+00:00,6216.14013671875,6217.47998046875,6210.5400390625,6210.8701171875,170070000
2025-07-02 16:00:00+00:00,6214.740234375,6216.47998046875,6211.830078125,6215.97998046875,144796000
2025-07-02 16:30:00+00:00,6218.43994140625,6219.10009765625,6213.2900390625,6214.7001953125,118597000
2025-07-02 17:00:00+00:00,6217.39990234375,6219.2001953125,6214.2099609375,6218.490234375,111573000
2025-07-02 17:30:00+00:00,6217.31982421875,6219.830078125,6215.85986328125,6217.41015625,107828000
2025-07-02 18:00:00+00:00,6218.60009765625,6219.9599609375,6215.43017578125,6217.35986328125,117743000
2025-07-02 18:30:00+00:00,6221.08984375,6222.27001953125,6218.43017578125,6218.580078125,131256000
2025-07-02 19:00:00+00:00,6220.4599609375,6224.60986328125,6220.02978515625,6221.06982421875,178992000
2025-07-02 19:30:00+00:00,6227.27001953125,6227.60009765625,6218.8701171875,6220.41015625,462332000
